30.993195,47.105086,28.353469,11.494116,85.466673,61.929714,35.119694,6.050278,61.888222,58.827412,0.000000
32.202033,45.163831,26.212463,10.385203,87.651111,62.885087,35.002724,5.884908,62.455935,59.124204,0.000000
31.204950,46.108058,27.200717,11.071439,87.209642,61.819770,34.143548,6.485823,62.854254,60.804943,0.000000
30.909551,45.603038,26.421581,11.707968,87.280471,63.761327,35.192945,6.425410,61.827616,58.692494,0.000000
30.797567,45.913623,26.624503,12.073486,85.314324,63.170826,36.580967,8.109280,62.956773,61.234027,0.000000
32.667667,45.585937,27.676032,10.318100,87.758862,61.712943,34.361823,7.879053,62.638235,59.962974,0.000000
32.645383,44.765682,25.794604,10.247727,85.939088,61.334726,35.036388,6.823463,62.148506,59.387203,0.000000
31.917447,47.294997,26.533537,9.601938,86.492061,62.362613,35.693143,7.602495,62.289604,60.478403,0.000000
32.238754,44.700151,26.829656,10.422504,88.200141,63.542943,35.991541,6.770562,62.725008,59.802055,0.000000
33.305928,45.132570,26.569492,10.017307,86.777860,65.540742,34.073149,7.496376,62.163068,59.492877,0.000000
30.696033,45.211127,27.759176,11.479705,86.121054,62.695790,35.304447,8.048320,65.185446,59.621490,0.000000
32.504461,45.222003,28.995646,10.090770,86.810057,62.579014,35.527515,6.913867,62.732729,58.828857,0.000000
32.475832,44.563910,27.752677,9.843211,86.203880,64.118507,35.928282,6.819076,63.205790,61.067040,0.000000
31.294900,44.848720,25.040877,11.312190,88.489400,62.874849,36.085003,8.143350,62.963982,60.045966,0.000000
32.475389,44.356624,26.692664,10.820984,88.929391,63.262632,34.725756,7.612881,62.812165,60.464166,0.000000
30.545899,45.458935,26.925604,10.134464,88.133359,62.951063,35.397323,5.768616,63.524336,58.509043,0.000000
32.455427,45.651406,26.199839,11.292335,86.833644,62.411302,35.533860,5.848407,61.486649,59.391130,0.000000
30.899566,44.444561,27.413998,12.417315,87.722196,61.274944,34.288285,6.470676,61.654589,59.391136,0.000000
30.940351,44.385588,25.718619,9.676203,88.544818,64.090797,35.606913,6.191213,63.627496,60.697755,0.000000
31.155127,45.281667,27.262076,10.913222,87.990013,63.197013,37.399168,5.307254,61.879639,59.841660,0.000000
33.198986,42.745254,24.870135,10.078303,84.932896,62.547433,36.267186,7.939460,63.231303,57.880497,0.000000
30.755862,43.874681,25.815177,9.712961,88.123242,62.313245,35.559603,8.900283,63.596905,58.984549,0.000000
33.014329,44.945123,25.834471,11.630818,88.476195,63.412548,35.910322,7.154018,61.794394,61.479327,0.000000
30.644173,42.591693,27.492910,11.012650,87.541773,62.382357,34.014823,5.571897,63.098662,59.529453,0.000000
33.524429,45.822730,25.773379,13.456536,88.350017,61.528633,35.844582,8.791482,63.869616,59.328936,0.000000
31.479802,45.279558,26.072261,10.247444,88.159475,63.119993,35.394791,5.826197,64.538044,60.222660,0.000000
32.356842,44.339816,27.262172,11.148850,87.886054,63.429554,35.649802,6.092648,64.221594,59.759280,0.000000
31.526364,45.321657,26.967030,10.308890,86.597108,63.517990,36.545609,7.379958,60.944377,59.328959,0.000000
30.074289,45.341505,24.837921,10.080830,87.217254,63.146808,33.707430,5.268202,62.232836,59.425634,0.000000
30.558492,45.170377,23.823907,10.945048,86.824880,65.342623,33.984300,6.457309,61.499113,60.273351,0.000000
30.214059,44.304365,25.975718,11.249550,87.441091,62.796708,35.596227,7.832341,62.731961,60.312801,0.000000
29.604322,45.813176,25.406771,12.558693,86.866448,63.068729,36.192353,7.600889,64.354298,59.280873,0.000000
30.906512,44.464898,28.498206,12.538241,88.384917,63.630859,35.410774,6.415256,64.707912,61.024202,0.000000
31.933439,47.700533,27.028750,10.613737,87.427080,63.171184,35.344537,6.178585,61.616760,60.589321,0.000000
33.221604,44.538189,26.786460,10.513982,87.269971,64.190118,34.925322,6.751875,62.065630,59.944150,0.000000
32.999947,45.539676,25.802358,10.761464,87.434019,63.156282,36.043260,7.112748,63.614080,59.817984,0.000000
30.431458,44.990897,26.859190,11.066242,85.955329,61.865459,35.644579,6.004938,62.852336,58.546349,0.000000
